Resort,Location,Link,Open Pistes km,Slope Condition,Open Lifts,Depth of snow in resortat 1840 metres,Depth of snow on upper runsat 2488 metres,Last snowfall in resort,Last snowfall in ski area,New snow in resort (past 24h),New snow in ski area (past 24h),Runs down to resort (open today / total),Runs down to (altitude),Condition of runs down to resort,Surface area of pistes,Number of local pistes,Pistes covered by lift pass (regional),Number of lifts in ski area,Runs floodlit today until,Length of floodlit runs,Altitude of cross-country runs,Cross-country ski trail floodlit today until,Floodlit cross-country trails (km open / total),"Cross-country trails, dogs permitted (open / total)",Tel. for cross-country ski info,Snow Park condition,Snow park floodlighting,Snowboard facilities floodlit today until,Tel. for fun park info,Vertical difference of all runs (today / total),Transportation to starting point,Fully open,Floodlit today (open / total),Toboggan hire available,Tel. for tobogganing info,Winter walking paths from (altitude),Number of snow shoe trails open today,Conditions/events on the trails,Depth of snow in resortat 1620 metres,Depth of snow on upper runsat 2900 metres,Depth of snow in resortat 1500 metres,Depth of snow on upper runs,Depth of snow in resortat 1800 metres,Depth of snow on upper runsat 2700 metres,Depth of snow in resortat 1200 metres,Depth of snow on upper runsat 2540 metres,Depth of snow in resortat 1560 metres,Depth of snow in resortat 1822 metres,Depth of snow in resortat 1050 metres,Depth of snow on upper runsat 2061 metres,Depth of snow in resortat 1473 metres,Depth of snow on upper runsat 2600 metres,Depth of snow in resortat 1714 metres,Depth of snow in resortat 1572 metres,Depth of snow on upper runsat 3600 metres,Depth of snow in resortat 1274 metres,Depth of snow on upper runsat 2230 metres,Depth of snow in resortat 1220 metres,Depth of snow on upper runsat 2730 metres,Depth of snow on upper runsat 2590 metres,Depth of snow in resortat 1300 metres,Depth of snow on upper runsat 2000 metres,Depth of snow on upper runsat 3020 metres,Depth of snow in resortat 1353 metres,Depth of snow on upper runsat 1964 metres,Depth of snow in resortat 1815 metres,Depth of snow in resortat 1812 metres,Depth of snow in resortat 1450 metres,Depth of snow on upper runsat 2350 metres,Depth of snow in resortat 1444 metres,Depth of snow on upper runsat 2961 metres,Depth of snow in resortat 900 metres,Depth of snow in resortat 1950 metres,Depth of snow on upper runsat 2500 metres,Depth of snow in resortat 1068 metres,Depth of snow on upper runsat 1946 metres,Depth of snow in resortat 520 metres,Depth of snow on upper runsat 2227 metres,Depth of snow in resortat 1000 metres,Depth of snow in resortat 1350 metres,Depth of snow on upper runsat 3330 metres,Depth of snow in resortat 519 metres,Depth of snow on upper runsat 1600 metres,Depth of snow in resortat 1030 metres,Depth of snow on upper runsat 1460 metres,Depth of snow in resortat 1650 metres,Depth of snow in resortat 1100 metres,Depth of snow in resortat 1411 metres,Depth of snow in resortat 1474 metres,Depth of snow on upper runsat 2783 metres,Depth of snow in resortat 1290 metres,Depth of snow on upper runsat 2593 metres,Depth of snow in resortat 800 metres,Depth of snow in resort,Depth of snow on upper runsat 2720 metres,Depth of snow in resortat 1090 metres,Depth of snow on upper runsat 2262 metres,Depth of snow in resortat 1920 metres,Depth of snow on upper runsat 2225 metres,Depth of snow on upper runsat 1922 metres,Depth of snow on upper runsat 2076 metres,Depth of snow on upper runsat 1630 metres,Depth of snow in resortat 1330 metres,Depth of snow in resortat 630 metres,Depth of snow on upper runsat 1800 metres,Depth of snow on upper runsat 1725 metres,Depth of snow in resortat 1284 metres,Depth of snow in resortat 1466 metres,Depth of snow in resortat 1035 metres,Depth of snow on upper runsat 1634 metres,Depth of snow in resortat 1040 metres,Depth of snow in resortat 1175 metres,Depth of snow on upper runsat 2250 metres,Depth of snow in resortat 1600 metres,Depth of snow on upper runsat 1583 metres,Depth of snow in resortat 1158 metres,Depth of snow in resortat 1322 metres,Depth of snow on upper runsat 2554 metres,Depth of snow in resortat 1166 metres,Depth of snow in resortat 2000 metres,Depth of snow in resortat 1420 metres,Depth of snow on upper runsat 2170 metres,Depth of snow in resortat 0 metres,Depth of snow on upper runsat 1260 metres,Depth of snow on upper runsat 1726 metres,Depth of snow on upper runsat 1850 metres,Depth of snow in resortat 1440 metres,Depth of snow on upper runsat 1660 metres,Depth of snow on upper runsat 1570 metres,Depth of snow in resortat 1256 metres,Depth of snow on upper runsat 1901 metres,Depth of snow on upper runsat 1485 metres,Depth of snow on upper runsat 1550 metres,Depth of snow in resortat 1457 metres,Depth of snow in resortat 920 metres,Depth of snow on upper runsat 1365 metres,Depth of snow in resortat 1150 metres,Depth of snow on upper runsat 1863 metres,Depth of snow in resortat 840 metres,Depth of snow on upper runsat 1200 metres,Depth of snow on upper runsat 1250 metres,Depth of snow in resortat 1340 metres,Depth of snow on upper runsat 1590 metres,Depth of snow in resortat 884 metres,Depth of snow on upper runsat 1500 metres,Depth of snow in resortat 1265 metres,Depth of snow on upper runsat 1496 metres,Depth of snow in resortat 1400 metres,Depth of snow on upper runsat 1580 metres,Depth of snow in resortat 850 metres,Depth of snow on upper runsat 1680 metres,Depth of snow in resortat 650 metres,Depth of snow on upper runsat 1180 metres,Depth of snow in resortat 1061 metres,Depth of snow on upper runsat 1396 metres,Depth of snow in resortat 1283 metres,Depth of snow on upper runsat 1380 metres,Depth of snow in resortat 1135 metres,Depth of snow on upper runsat 1856 metres,Depth of snow on upper runsat 1050 metres,Depth of snow in resortat 860 metres,Depth of snow on upper runsat 1385 metres,Depth of snow on upper runsat 1420 metres,Depth of snow on upper runsat 3200 metres,Depth of snow in resortat 998 metres,Depth of snow in resortat 1020 metres,Depth of snow on upper runsat 1000 metres,Depth of snow on upper runsat 1887 metres,Depth of snow on upper runsat 2050 metres,Depth of snow on upper runsat 2483 metres,Depth of snow in resortat 1010 metres,Depth of snow on upper runsat 2352 metres,Depth of snow in resortat 595 metres,Depth of snow on upper runsat 2174 metres,Depth of snow in resortat 825 metres,Depth of snow on upper runsat 1080 metres,Depth of snow on upper runsat 1346 metres,Depth of snow in resortat 1716 metres,Depth of snow in resortat 1660 metres,Depth of snow in resortat 1706 metres,Depth of snow in resortat 1805 metres,Depth of snow in resortat 1809 metres,Depth of snow in resortat 1687 metres,Depth of snow in resortat 1380 metres,Depth of snow in resortat 1700 metres,Depth of snow on upper runsat 1900 metres,Depth of snow in resortat 1221 metres,Depth of snow in resortat 1769 metres,Depth of snow in resortat 1670 metres,Depth of snow on upper runsat 2400 metres,Depth of snow in resortat 925 metres,Depth of snow on upper runsat 1228 metres,Depth of snow on upper runsat 1100 metres,Depth of snow on upper runsat 1300 metres,Depth of snow in resortat 790 metres,Depth of snow in resortat 1263 metres,Depth of snow on upper runsat 1950 metres,Depth of snow in resortat 1044 metres,Depth of snow on upper runsat 1170 metres,Depth of snow in resortat 1227 metres,Depth of snow on upper runsat 1350 metres,Depth of snow on upper runsat 2340 metres,Depth of snow on upper runsat 2360 metres,Depth of snow in resortat 940 metres,Depth of snow on upper runsat 1093 metres,Depth of snow in resortat 875 metres,Depth of snow on upper runsat 2123 metres,Depth of snow on upper runsat 2300 metres,Depth of snow in resortat 430 metres,Depth of snow in resortat 1154 metres,Depth of snow in resortat 706 metres,Depth of snow on upper runsat 1360 metres,Depth of snow on upper runsat 0 metres,Depth of snow in resortat 1480 metres,Depth of snow in resortat 713 metres,Depth of snow in resortat 1250 metres,Depth of snow in resortat 465 metres,Depth of snow on upper runsat 1650 metres,Depth of snow in resortat 972 metres,Depth of snow on upper runsat 1030 metres,Depth of snow on upper runsat 2640 metres,Depth of snow in resortat 1550 metres,Depth of snow on upper runsat 2200 metres,Depth of snow in resortat 1373 metres,Depth of snow on upper runsat 2552 metres,Depth of snow on upper runsat 1450 metres,Depth of snow in resortat 1750 metres,Depth of snow on upper runsat 2270 metres,Depth of snow in resortat 1230 metres,Depth of snow in resortat 740 metres,Depth of snow in resortat 930 metres,Depth of snow on upper runsat 1470 metres,Installations open from,Installations open until,Start of season:,End of season:,Adult: 17-65,Young person:,Children: 10-16,Seniors  65,Adult:,Children:,Seniors,Adult: 1947-1998,Young person: 1999-2008,Children: 2009-2016,Adult: 18,Young person: 13-17,Children: 6-12,Seniors  64,Adult: 20-61,Young person: 16-19,Children: 6-15,Seniors  62,Adult: 1998/1960,Young person: 1999/2007,Children: 2008/2017,Seniors  1959,Adult: 18-99,Young person: 12-17,Children: 6-11,Adult: 18-64,Children: 6-10,Adult: 1945-1996,Young person: 1997-2006,Children: 2007-2014,Adult: 20-63,Adult: 21-63,Young person: 16-20,Adult: 20,Adult: 20-99,Seniors  60,Adult: 1959-1998,Young person: 1999-2007,Children: 2008-2017,Seniors  1946-1958,Adult: 16,Adult: 1959-1997,Young person: 1998-2007,Seniors  1958-1923,Adult: 1960-2003,Young person: 2004-2007,Adult: 1958-1997,Young person: 1998-2005,Children: 2006-2015,Seniors  1944-1957,Seniors  1944-1956,Adult: 25-64,Young person: 16-24,Children: 5-15,Adult: 20-60,Adult: 25-63,Adult: 1960-1998,Seniors  1920-1959,Adult: 18-63,Adult: 20-65,Seniors  66,Adult: 26-64,Young person: 16-25,Seniors  65-74,Adult: 1958-2001,Young person: 2002-2006,Children: 2007-2015,Seniors  1945-1957,Children: 6-16,Adult: 16-99,Young person: 6-15,Seniors  64/65,Adult: 21,Children: 9-15,Young person: 17-19,Children: 8-16,Adult: 18-100,Young person: 10-17,Children: 0-9,Young person: 16,Children: 6,Adult: 2002,Young person: 2003-2006,Children: 2007-2016,Adult: 18-65,Children: 0-15,Young person: 16-18,Seniors  65-100,Young person: 6,Children: 0-16,Young person: 13-18,Children: 6-13,Children: -16,Children: 0-5,Adult: 17,Young person: -16,Adult: 21-64,Young person: 17-20,Children: 9-16,Young person: 20,Children: 20,Young person: 14-17,Children: 16
Andermatt-Oberalp-Sedrun,['Andermatt – Lucerne - Lake Lucerne Region'],https://snow.myswitzerland.com//snow_reports/andermatt-oberalp-sedrun-111/#piste,"44.6/107.7 kmPistes, good",goodSlope condition,4/20Lifts open,,,yesterday,yesterday,1 cm,2 cm,0/0,,,–,60,70 km,20,–,0.0 km,1444-1453 m (altitude),–,0.0/2.0 km,0.0/0.0 km,+41 41 888 71 00,closed,–,-,+41 (0)58 200 68 68,0/800 m,,–,0/3.5 km,,+41 (0)58 200 69 75,1444 m (altitude),3,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44 cm,105 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30 hr,16:00 hr,18.11.2023,14.04.2024,,,,,,,,,,,,,,72.- CHF,,,45.- CHF,,,,,,,,,,,,,,,89.- CHF,63.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Mosses-La Lécherette,['Les Mosses – Canton of Vaud'],https://snow.myswitzerland.com//snow_reports/les-mosses-la-lecherette-329/#piste,"44.0/100.0 kmPistes, end of season",end of seasonSlope condition,14/27Lifts open,,,02.12.2023,02.12.2023,0 cm,0 cm,6/14,–,closed,–,45,40 km,13,–,0.0 km,–,–,0.0/1.0 km,12.0/12.0 km,,end of season,–,-,,,,,,,,–,7,Passable,,,,70 cm,,,,,,,,,,,,,,,,,,,,,,,,,,60 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00 hr,16:30 hr,02.12.2023,31.03.2024,,56.- CHF,,,62.- CHF,40.- CHF,56.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toggenburg,['Alt St. Johann – Eastern Switzerland / Liechtenstein'],https://snow.myswitzerland.com//snow_reports/toggenburg-158/#piste,"41.9/65.0 kmPistes, good",goodSlope condition,20/21Lifts open,,,03.12.2023,yesterday,0 cm,10 cm,4/8,1020 m (altitude),no info,–,39,50 km,17,–,2.8 km,890-1560 m (altitude),–,0.0/5.0 km,4.0/4.0 km,+41 (0)71 999 17 60,closed,–,-,,780/1040 m,,67%,1.83.6 km,,,1230 m (altitude),2,Good,,,,160 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00 hr,16:30 hr,01.12.2023,10.04.2024,,,,,,,–,,,,,,,,,–,from 22.50 CHF,,,,,,,,,,,,,,,,,from 45.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aletsch Arena,['Aletsch Arena – Valais'],https://snow.myswitzerland.com//snow_reports/aletsch-arena-183/#piste,"41.2/104.6 kmPistes, good",goodSlope condition,16/35Lifts open,,,2 days ago,2 days ago,0 cm,0 cm,0/2,–,closed,–,105,104 km,36,–,1.1 km,–,–,0.0/0 km,0.0/0 km,,groomed,–,-,,0/490 m,,0%,0/0 km,,,–,0,End of season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91 cm,105 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00 hr,16:30 hr,08.12.2023,06.04.2024,,,,,from 53.- CHF,,–,,,,,,,,,from 45.- CHF,from 26.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenk im Simmental,['Lenk i.S. – Bern Region'],https://snow.myswitzerland.com//snow_reports/lenk-im-simmental-94/#piste,"39.6/120.2 kmPistes, good",goodSlope condition,15/39Lifts open,,,05.12.2023,05.12.2023,0 cm,0 cm,4/10,–,no info,0.00 km²,66,210 km,69,–,–,1000-1900 m (altitude),–,0/0.0 km,0.0/0.0 km,+41 33 736 35 35,open,–,-,+41 33 952 52 52,0/1103 m,,0%,0/0 km,,+41 33 952 52 52,1946 m (altitude),3,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 cm,80 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30 hr,16:30 hr,02.12.2023,07.04.2024,,,,,,,–,,,,,,,,,from 35.- CHF,from 20.- CHF,,,,,,,,,,,,,,,,,,from 50.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizol - Bad Ragaz - Wangs,['Bad Ragaz – Eastern Switzerland / Liechtenstein'],https://snow.myswitzerland.com//snow_reports/pizol-bad-ragaz-wangs-41/#piste,"35.3/50.1 kmPistes, good",goodSlope condition,12/12Lifts open,,,today,03.12.2023,5 cm,5 cm,0/2,509 m (altitude),closed,7.00 km²,28,40 km,11,–,0.0 km,,,,,,open,–,-,+41 (0)81 300 48 20,477/1013 m,,58%,0/3.5 km,,+41 (0)81 300 48 20,2226 m (altitude),0,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 cm,100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:15 hr,16:45 hr,06.12.2023,07.04.2024,,,,,62.- CHF,,,,,,,40.50 CHF,31.- CHF,,,,,,,,,,,,,,,,,,,,,,,54.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elm,['Elm – Eastern Switzerland / Liechtenstein'],https://snow.myswitzerland.com//snow_reports/elm-49/#piste,"35.0/40.0 kmPistes, no info",no infoSlope condition,6/6Lifts open,,,yesterday,yesterday,0 cm,0 cm,0/3,–,closed,0.51 km²,16,40 km,6,–,0.0 km,–,–,0.0/1.2 km,0.0/10.0 km,,closed,–,-,,1000/1000 m,–,100%,4.04.0 km,,,–,0,On request,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30 hr,17:00 hr,16.12.2023,01.04.2024,,38.- CHF,,,51.- CHF,26.- CHF,43.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nendaz - 4 Vallées,['Nendaz – Valais'],https://snow.myswitzerland.com//snow_reports/nendaz-4-vallees-139/#piste,"34.9/85.6 kmPistes, no info",no infoSlope condition,10/24Lifts open,,,yesterday,yesterday,0 cm,0 cm,6/18,1600 m (altitude),no info,0.00 km²,26,410 km,80,00:00 hr,0.0 km,2200-2260 m (altitude),–,0.0/0.0 km,0.0/0.0 km,+41 (0)27 289 55 89,,,,,0/1214 m,,0%,0/0.5 km,,+41 (0)27 289 52 00,2200 m (altitude),6,End of season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 cm,120 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:45 hr,16:30 hr,07.11.2023,14.04.2024,,,,,,,–,,,,,,,,,,,,,,,,,,,,,66.- CHF,56.- CHF,33.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destination Gstaad,['Gstaad – Bern Region'],https://snow.myswitzerland.com//snow_reports/destination-gstaad-227/#piste,"31.5/203.1 kmPistes, no info",no infoSlope condition,11/43Lifts open,,,yesterday,yesterday,7 cm,10 cm,2/16,1300 m (altitude),no info,0.96 km²,86,200 km,47,–,0.0 km,961-1012 m (altitude),–,0.0/3.6 km,0.0/3.0 km,,no info,–,-,,0/878 m,–,0%,0/2.5 km,,,1237 m (altitude),9,Good,,,,65 cm,,,,,,,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00 hr,16:30 hr,01.12.2023,10.04.2024,,from 40.- CHF,,,from 49.- CHF,from 28.- CHF,from 45.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mythenregion,['Schwyz – Lucerne - Lake Lucerne Region'],https://snow.myswitzerland.com//snow_reports/mythenregion-22/#piste,"30.1/47.4 kmPistes, good",goodSlope condition,17/17Lifts open,,,2 days ago,3 days ago,3 cm,15 cm,0/6,–,closed,0.00 km²,38,28 km,15,–,0.0 km,1000-1200 m (altitude),–,0.0/2.0 km,0.0/0.0 km,041 810 17 66,open,–,-,+41 76 422 42 45,0/1000 m,–,–,0/1.3 km,,+41 41 819 70 00,1500 m (altitude),3,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 cm,130 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30 hr,16:15 hr,03.11.2023,24.03.2024,,44.- CHF,,,49.- CHF,31.- CHF,44.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bugnenets - Savagnières,['Savagnières-Bugnenets – Jura & Three-Lakes'],https://snow.myswitzerland.com//snow_reports/bugnenets-savagnieres-197/#piste,"30.0/30.0 kmPistes, good-fair",good-fairSlope condition,8/8Lifts open,,,3 days ago,3 days ago,10 cm,10 cm,8/16,–,good,0.04 km²,7,–,7,–,–,1030-1450 m (altitude),–,0/0.0 km,0.0/0.0 km,+41 (0)32 889 68 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 cm,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00 hr,16:30 hr,01.11.2023,30.04.2024,,32.- CHF,,,40.- CHF,23.- CHF,34.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St-Luc / Chandolin,['St-Luc – Valais'],https://snow.myswitzerland.com//snow_reports/st-luc-chandolin-167/#piste,"28.4/60.4 kmPistes, no info",no infoSlope condition,11/15Lifts open,,,today,today,5 cm,10 cm,2/4,–,good,–,39,220 km,43,–,0.0 km,,,,,,closed,–,-,+41 27 476 15 50,477/477 m,,100%,0/0 km,,+41 (0)27 476 17 15,2138 m (altitude),0,On request,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30 hr,16:30 hr,21.12.2023,14.04.2024,,54.- CHF,,,64.- CHF,38.- CHF,58.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savognin,['Savognin – Graubünden'],https://snow.myswitzerland.com//snow_reports/savognin-129/#piste,"26.5/73.5 kmPistes, good",goodSlope condition,5/12Lifts open,,,24.04.2023,24.04.2023,0 cm,0 cm,0/3,–,fair,–,25,80 km,12,–,0.0 km,–,–,0.0/4.0 km,3.0/3.0 km,,no info,–,-,,0/0 m,–,0%,0/0 km,,,–,6,Closed,,,,80 cm,,,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30 hr,16:00 hr,02.12.2023,01.04.2024,,from 47.- CHF,,,from 52.- CHF,from 28.50 CHF,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Marécottes-Salvan,['Les Marécottes – Valais'],https://snow.myswitzerland.com//snow_reports/les-marecottes-salvan-10/#piste,"26.5/26.5 kmPistes, good",goodSlope condition,4/4Lifts open,,,3 days ago,yesterday,0 cm,8 cm,1/1,–,good,–,9,150 km,1,–,0.0 km,,,,,,,,,,667/667 m,,100%,0/0 km,,+41 (0)27 761 31 10,–,1,Good,,,,182 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00 hr,16:00 hr,01.11.2023,01.04.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.- CHF,39.- CHF,27.- CHF,39.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leukerbad,['Leukerbad – Valais'],https://snow.myswitzerland.com//snow_reports/leukerbad-83/#piste,"26.3/57.9 kmPistes, Sat/Sun only",Sat/Sun onlySlope condition,9/13Lifts open,,,3 days ago,3 days ago,0 cm,0 cm,0/4,–,closed,0.03 km²,22,55 km,14,–,–,1400-2300 m (altitude),–,0.0/0 km,0.0/0 km,,closed,–,-,,0/436 m,,0%,0/0 km,,,–,0,End of season,,,,205 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30 hr,16:30 hr,08.12.2023,07.04.2024,,–,,,,,–,,,,,,,,,,from 37.- CHF,,,,,,,,,,,,,,,,,,,,,,,,from 62.- CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
