resort,location,status_pistes_km,slope_condition,open_lifts,link,Length of floodlit runs,Runs floodlit today until,Last snowfall in resort,Last snowfall in ski area,New snow in resort (past 24h),New snow in ski area (past 24h),Number of lifts in ski area,Pistes covered by lift pass (regional),Number of local pistes,Surface area of pistes,Runs down to (altitude),Condition of runs down to resort,Number of snow shoe trails open today,Conditions/events on the trails,Winter walking paths from (altitude),Runs down to resort (open today / total),Fully open,Tel. for tobogganing info,Toboggan hire available,Floodlit today (open / total),Transportation to starting point,Vertical difference of all runs (today / total),Tel. for cross-country ski info,"Cross-country trails, dogs permitted (open / total)",Floodlit cross-country trails (km open / total),Cross-country ski trail floodlit today until,Altitude of cross-country runs,Snowboard facilities floodlit today until,Tel. for fun park info,Snow Park condition,Snow park floodlighting,Depth of snow on upper runs,Depth of snow in resort at 1050 metres,Depth of snow in resort at 1200 metres,Depth of snow in resort at 1000 metres,Depth of snow in resort at 1560 metres,Depth of snow in resort at 1350 metres,Depth of snow on upper runs at 1600 metres,Depth of snow in resort at 1500 metres,Depth of snow in resort at 900 metres,Depth of snow in resort at 1300 metres,Depth of snow on upper runs at 2250 metres,Depth of snow in resort at 1800 metres,Depth of snow in resort,Depth of snow in resort at 1100 metres,Depth of snow in resort at 800 metres,Depth of snow on upper runs at 1200 metres,Depth of snow on upper runs at 1000 metres,Depth of snow in resort at 1400 metres,Depth of snow on upper runs at 1250 metres,Depth of snow on upper runs at 2500 metres,Depth of snow on upper runs at 2000 metres,Depth of snow in resort at 1353 metres,Depth of snow in resort at 1175 metres,Depth of snow on upper runs at 2200 metres,Depth of snow on upper runs at 2350 metres,Depth of snow on upper runs at 2600 metres,Depth of snow on upper runs at 1550 metres,Depth of snow on upper runs at 2262 metres,Depth of snow in resort at 1090 metres,Depth of snow on upper runs at 2540 metres,Depth of snow on upper runs at 1500 metres,Depth of snow in resort at 1340 metres,Depth of snow in resort at 1822 metres,Depth of snow in resort at 1650 metres,Depth of snow on upper runs at 1420 metres,Depth of snow on upper runs at 1850 metres,Depth of snow in resort at 1480 metres,Depth of snow on upper runs at 1950 metres,Depth of snow on upper runs at 3020 metres,Depth of snow on upper runs at 1922 metres,Depth of snow on upper runs at 2174 metres,Depth of snow on upper runs at 1964 metres,Depth of snow in resort at 1227 metres,Depth of snow on upper runs at 1630 metres,Depth of snow in resort at 595 metres,Depth of snow on upper runs at 2640 metres,Depth of snow on upper runs at 1800 metres,Depth of snow in resort at 884 metres,Depth of snow in resort at 1750 metres,Depth of snow in resort at 1068 metres,Depth of snow in resort at 1450 metres,Depth of snow on upper runs at 2170 metres,Depth of snow in resort at 1420 metres,Depth of snow on upper runs at 1450 metres,Depth of snow in resort at 1010 metres,Depth of snow on upper runs at 1946 metres,Depth of snow in resort at 1154 metres,Depth of snow in resort at 630 metres,Depth of snow in resort at 1166 metres,Depth of snow on upper runs at 2270 metres,Depth of snow in resort at 465 metres,Depth of snow on upper runs at 1170 metres,Depth of snow in resort at 940 metres,Depth of snow on upper runs at 1660 metres,Depth of snow in resort at 1061 metres,Depth of snow on upper runs at 1396 metres,Depth of snow in resort at 1600 metres,Depth of snow in resort at 430 metres,Depth of snow on upper runs at 1050 metres,Depth of snow on upper runs at 1590 metres,Depth of snow on upper runs at 1350 metres,Depth of snow in resort at 1230 metres,Depth of snow in resort at 740 metres,Depth of snow in resort at 650 metres,Depth of snow on upper runs at 1180 metres,Depth of snow in resort at 930 metres,Depth of snow on upper runs at 1470 metres,Depth of snow in resort at 840 metres,Depth of snow in resort at 1440 metres,Depth of snow on upper runs at 1650 metres,Depth of snow on upper runs at 1726 metres,Depth of snow on upper runs at 1080 metres,Depth of snow on upper runs at 1093 metres,Depth of snow on upper runs at 1580 metres,Depth of snow in resort at 860 metres,Depth of snow on upper runs at 1385 metres,Depth of snow on upper runs at 1583 metres,Depth of snow in resort at 972 metres,Depth of snow on upper runs at 1030 metres,Depth of snow in resort at 875 metres,Depth of snow on upper runs at 2123 metres,Depth of snow in resort at 1550 metres,Depth of snow in resort at 1373 metres,Depth of snow on upper runs at 2552 metres,Depth of snow on upper runs at 1100 metres,Depth of snow on upper runs at 0 metres,Depth of snow in resort at 825 metres,Depth of snow in resort at 1044 metres,Depth of snow in resort at 1250 metres,Depth of snow in resort at 1256 metres,Depth of snow in resort at 1444 metres,Depth of snow in resort at 1687 metres,Depth of snow in resort at 1714 metres,Depth of snow on upper runs at 2076 metres,Depth of snow in resort at 1290 metres,Depth of snow on upper runs at 2593 metres,Depth of snow on upper runs at 1570 metres,Depth of snow in resort at 1809 metres,Depth of snow in resort at 1473 metres,Depth of snow on upper runs at 1346 metres,Depth of snow in resort at 1330 metres,Depth of snow on upper runs at 3330 metres,Depth of snow in resort at 520 metres,Depth of snow on upper runs at 2227 metres,Depth of snow in resort at 1466 metres,Depth of snow in resort at 1221 metres,Depth of snow on upper runs at 1900 metres,Depth of snow in resort at 1805 metres,Depth of snow in resort at 1660 metres,Depth of snow in resort at 1572 metres,Depth of snow on upper runs at 2300 metres,Depth of snow on upper runs at 2700 metres,Depth of snow in resort at 1457 metres,Depth of snow on upper runs at 2360 metres,Depth of snow on upper runs at 2730 metres,Depth of snow in resort at 1706 metres,Depth of snow on upper runs at 1725 metres,Depth of snow on upper runs at 2783 metres,Depth of snow in resort at 1322 metres,Depth of snow on upper runs at 2554 metres,Depth of snow in resort at 1716 metres,Depth of snow in resort at 1815 metres,Depth of snow in resort at 1812 metres,Depth of snow in resort at 1474 metres,Depth of snow on upper runs at 2961 metres,Depth of snow in resort at 1920 metres,Depth of snow in resort at 1263 metres,Depth of snow in resort at 1030 metres,Depth of snow on upper runs at 1460 metres,Depth of snow in resort at 0 metres,Depth of snow on upper runs at 1260 metres,Depth of snow in resort at 1283 metres,Depth of snow on upper runs at 1380 metres,Depth of snow in resort at 998 metres,Depth of snow in resort at 519 metres,Depth of snow on upper runs at 1863 metres,Depth of snow in resort at 790 metres,Depth of snow on upper runs at 2061 metres,Depth of snow on upper runs at 1485 metres,Depth of snow in resort at 1135 metres,Depth of snow on upper runs at 1856 metres,Depth of snow in resort at 1150 metres,Depth of snow on upper runs at 2225 metres,Depth of snow in resort at 1020 metres,Depth of snow in resort at 925 metres,Depth of snow in resort at 1035 metres,Depth of snow in resort at 1220 metres,Depth of snow on upper runs at 2720 metres,Depth of snow in resort at 1284 metres,Depth of snow on upper runs at 1634 metres,Depth of snow in resort at 1950 metres,Depth of snow on upper runs at 1228 metres,Depth of snow in resort at 1265 metres,Depth of snow on upper runs at 2352 metres,Depth of snow on upper runs at 2050 metres,Depth of snow in resort at 1769 metres,Depth of snow on upper runs at 2483 metres,Depth of snow on upper runs at 1887 metres,Depth of snow on upper runs at 2590 metres,Depth of snow on upper runs at 1901 metres,Depth of snow on upper runs at 1496 metres
Saas-Fee,Saas-Fee – Valais,,There are no current reports available,Day ticketAdult: CHF 75.–Children: CHF 37.–,https://snow.myswitzerland.com//snow_reports/saas-fee-176/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blatten-Belalp,Blatten-Belalp – Valais,0.0/44.8 ,no info,1/10,https://snow.myswitzerland.com//snow_reports/blatten-belalp-81/#piste,0.0 km,–,12.11.2023,today,0 cm,13 cm,0,–,33,–,–,closed,0,Passable,1430 m (altitude),0/3,0%,027 921 65 10,,0/0 km,,0/1145 m,027 921 65 10,0.0/0.0 km,0.0/0 km,–,–,-,,closed,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toggenburg,Alt St. Johann – Eastern Switzerland / Liechtenstein,0.0/65.0 ,no info,1/21,https://snow.myswitzerland.com//snow_reports/toggenburg-158/#piste,0.0 km,–,28.03.2023,today,0 cm,0 cm,17,50 km,39,–,1020 m (altitude),closed,0,Good,2262 m (altitude),0/8,0%,,,0/3.6 km,,0/1040 m,+41 (0)71 999 17 60,0.0/4.0 km,0.0/5.0 km,–,1560 m (altitude),-,,closed,–,–,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chäserrugg - Toggenburg,Unterwasser – Eastern Switzerland / Liechtenstein,0.0/40.7 ,no info,0/14,https://snow.myswitzerland.com//snow_reports/chaeserrugg-toggenburg-203/#piste,0.0 km,–,28.03.2023,today,0 cm,0 cm,17,50 km,23,0.25 km²,900 m (altitude),closed,0,Good,2262 m (altitude),0/6,0%,+41 (0) 71 998 68 10,,0/0 km,,800/800 m,,,,,,-,+41 (0)848 84 15 06,closed,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt St. Johann-Toggenburg,Alt St. Johann – Eastern Switzerland / Liechtenstein,0.0/40.7 ,no info,0/14,https://snow.myswitzerland.com//snow_reports/alt-st-johann-toggenburg-204/#piste,0.0 km,–,28.03.2023,today,0 cm,0 cm,17,50 km,23,0.25 km²,900 m (altitude),closed,0,Good,2262 m (altitude),0/6,,,,,,,+41 (0)71 998 68 10,0.0/0.0 km,0.0/0.0 km,–,1560 m (altitude),-,+41 (0) 71 998 68 10,closed,–,,,,,,,,,–,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arosa Lenzerheide,Arosa – Graubünden,0.0/220.7 ,no info,0/43,https://snow.myswitzerland.com//snow_reports/arosa-lenzerheide-123/#piste,0.0 km,–,yesterday,today,5 cm,5 cm,43,225 km,134,–,–,closed,0,Good,–,0/31,0%,,,0/2.5 km,–,0/1312 m,,0.0/0 km,0.0/4.0 km,–,–,-,,open,–,–,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellwald - Top of Goms,Bellwald – Valais,0.0/20.0 ,no info,1/5,https://snow.myswitzerland.com//snow_reports/bellwald-top-of-goms-169/#piste,–,–,29.03.2023,29.03.2023,0 cm,0 cm,36,20 km,13,0.42 km²,1635 m (altitude),closed,0,Good,–,0/2,0%,+41 (0)27 971 19 26,,0/0.5 km,,0/466 m,,,,,,-,+41 (0)27 971 16 84,no info,–,,,,,–,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zuoz/Engadin,Zuoz – Graubünden,0.0/19.0 ,no info,0/6,https://snow.myswitzerland.com//snow_reports/zuozengadin-127/#piste,0.0 km,–,07.11.2023,27.03.2023,0 cm,0 cm,56,350 km,11,–,–,closed,1,No notification,–,0/1,0%,,,0/0 km,–,0/150 m,,0.0/28.0 km,5.3/16.4 km,–,1730-1850 m (altitude),-,,end of season,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Moritz,St. Moritz – Graubünden,0.0/163.8 ,no info,0/24,https://snow.myswitzerland.com//snow_reports/st-moritz-77/#piste,0.0 km,–,07.11.2023,07.11.2023,0 cm,0 cm,56,350 km,37,–,–,closed,1,No notification,–,0/5,,,,,,,,0.0/28.0 km,5.3/16.4 km,–,–,-,,end of season,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvaplana  Corvatsch,Silvaplana – Graubünden,0.0/120.0 ,no info,0/13,https://snow.myswitzerland.com//snow_reports/silvaplana-corvatsch-59/#piste,0.0 km,–,27.03.2023,27.03.2023,0 cm,0 cm,56,350 km,26,–,–,closed,1,No notification,–,0/4,–,,,0/0 km,–,0/0 m,,0.0/28.0 km,5.3/16.4 km,–,–,-,,end of season,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sils/Engadin,Sils i.E. – Graubünden,0.0/120.0 ,no info,0/13,https://snow.myswitzerland.com//snow_reports/silsengadin-117/#piste,0.0 km,–,07.11.2023,14.03.2023,0 cm,0 cm,56,350 km,26,–,–,closed,1,No notification,–,0/4,0%,,,0/0 km,–,0/150 m,,0.0/28.0 km,5.3/16.4 km,–,–,-,,open,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-chanf/Engadin,S-chanf – Graubünden,0.0/1.0 ,no info,0/1,https://snow.myswitzerland.com//snow_reports/s-chanfengadin-248/#piste,0.0 km,–,07.11.2023,27.03.2023,0 cm,0 cm,56,350 km,1,–,,,0,No notification,–,0/0,0%,,,0/0 km,–,0/496 m,,0.0/5.8 km,5.3/16.4 km,–,–,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samedan/Engadin,Samedan – Graubünden,0.0/2.0 ,no info,0/4,https://snow.myswitzerland.com//snow_reports/samedanengadin-118/#piste,0.0 km,–,07.11.2023,27.03.2023,0 cm,0 cm,56,350 km,2,–,,,1,No notification,–,0/0,0%,,,0/0 km,–,0/720 m,,0.0/28.0 km,5.3/16.4 km,–,–,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontresina/Engadin,Pontresina – Graubünden,0.0/15.5 ,good,1/7,https://snow.myswitzerland.com//snow_reports/pontresinaengadin-63/#piste,0.0 km,–,07.11.2023,27.03.2023,0 cm,0 cm,56,350 km,12,–,–,closed,1,No notification,–,0/5,0%,,,0/0 km,–,0/755 m,,0.0/28.0 km,5.3/16.4 km,–,–,,,,,0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maloja/Engadin,Maloja – Graubünden,0.0/7.0 ,no info,0/2,https://snow.myswitzerland.com//snow_reports/malojaengadin-120/#piste,0.0 km,–,07.11.2023,27.03.2023,0 cm,0 cm,56,350 km,2,–,,,1,No notification,–,0/0,–,,,0/0 km,–,0/0 m,,0.0/28.0 km,5.3/16.4 km,–,1700-2100 m (altitude),,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Punt/Engadin,La Punt – Graubünden,0.0/2.0 ,no info,1/7,https://snow.myswitzerland.com//snow_reports/la-puntengadin-246/#piste,0.0 km,–,07.11.2023,27.03.2023,0 cm,0 cm,56,350 km,1,–,,,1,No notification,–,0/0,0%,,,0/0 km,–,0/260 m,,0.0/28.0 km,5.3/16.4 km,–,–,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celerina/Engadin,Celerina – Graubünden,0.0/163.8 ,no info,0/24,https://snow.myswitzerland.com//snow_reports/celerinaengadin-119/#piste,0.0 km,–,07.11.2023,27.03.2023,0 cm,0 cm,56,350 km,37,–,1730 m (altitude),closed,0,No notification,–,0/5,,,,,,,,0.0/0.0 km,5.3/16.4 km,–,–,-,,end of season,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destination Gstaad,Gstaad – Bern Region,0.0/203.1 ,no info,0/43,https://snow.myswitzerland.com//snow_reports/destination-gstaad-227/#piste,0.0 km,–,11.11.2023,11.11.2023,0 cm,0 cm,47,200 km,86,0.96 km²,1300 m (altitude),closed,0,Closed,1250 m (altitude),0/16,0%,,,0/2.5 km,–,0/878 m,,0.0/3.0 km,0.0/5.6 km,–,961-1012 m (altitude),-,,no info,–,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moléson s/Gruyères,Moléson-sur-Gruyères – Region of Fribourg,0.0/30.0 ,no info,0/8,https://snow.myswitzerland.com//snow_reports/moleson-sgruyeres-76/#piste,0.0 km,–,06.02.2023,06.02.2023,0 cm,0 cm,8,0 km,7,0.84 km²,–,closed,,,,0/2,0%,,,0/0 km,–,0/455 m,,,,,,-,,no info,–,–,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildhaus - Toggenburg,Wildhaus – Eastern Switzerland / Liechtenstein,0.0/23.0 ,no info,0/6,https://snow.myswitzerland.com//snow_reports/wildhaus-toggenburg-32/#piste,0.0 km,–,28.03.2023,02.04.2023,0 cm,0 cm,6,23 km,15,–,1020 m (altitude),closed,0,End of season,1230 m (altitude),0/2,0%,,,0/0 km,–,0/210 m,,0.0/4.0 km,0/0 km,–,–,-,,end of season,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwarzsee FR,Schwarzsee – Region of Fribourg,,There are no current reports available,Day ticketAdult: CHF 44.–Children: CHF 26.–,https://snow.myswitzerland.com//snow_reports/schwarzsee-fr-214/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engadin Scuol Zernez,Scuol – Graubünden,0.0/70.0 ,no info,0/13,https://snow.myswitzerland.com//snow_reports/engadin-scuol-zernez-60/#piste,0.0 km,–,14.04.2023,16.04.2023,0 cm,0 cm,18,70 km,26,2.40 km²,1250 m (altitude),closed,0,Good,1035 m (altitude),0/3,0%,+41 (0)81 861 88 00,,0/3.5 km,,0/3878 m,+41 (0)81 861 88 00,0.0/0.0 km,0.0/6.6 km,–,1035-2142 m (altitude),-,+41 (0)81 861 14 14,closed,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arolla Espace Dent-Blanche,Arolla – Valais,,There are no current reports available,Day ticketAdult: CHF 46.–Children: CHF 30.–,https://snow.myswitzerland.com//snow_reports/arolla-espace-dent-blanche-144/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glacier 3000,Les Diablerets – Canton of Vaud,,There are no current reports available,Day ticketAdult: CHF 75.–Children: CHF 49.–,https://snow.myswitzerland.com//snow_reports/glacier-3000-188/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crans - Montana,Crans-Montana – Valais,0.0/136.0 ,closed,0/24,https://snow.myswitzerland.com//snow_reports/crans-montana-142/#piste,0.0 km,–,12.11.2023,12.11.2023,0 cm,0 cm,27,140 km,75,–,1500 m (altitude),closed,0,Closed,–,0/4,,,,,,,+41 (0) 27 485 04 04,0.0/0 km,0.0/0 km,–,1495 m (altitude),-,,closed,–,80 cm,,,,,,,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaun - Dorf,Jaun - Dorf – Region of Fribourg,0.0/25.1 ,no info,0/4,https://snow.myswitzerland.com//snow_reports/jaun-dorf-89/#piste,0.0 km,–,27.03.2023,19.01.2023,0 cm,0 cm,4,25 km,17,0.20 km²,–,closed,0,No notification,–,0/8,0%,,,0/0 km,–,0/550 m,,0.0/0 km,0.0/40.0 km,–,1015-1080 m (altitude),,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elsigen - Metsch,Frutigen – Bern Region,0.0/31.9 ,no info,0/10,https://snow.myswitzerland.com//snow_reports/elsigen-metsch-98/#piste,0.0 km,–,08.04.2023,07.11.2023,0 cm,0 cm,72,210 km,19,–,–,closed,0,Good,–,0/3,0%,,,0/0 km,–,0/550 m,,0.0/0.0 km,0.0/0 km,–,–,-,,closed,–,–,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arosa Lenzerheide,Lenzerheide – Graubünden,0.0/220.7 ,no info,0/43,https://snow.myswitzerland.com//snow_reports/arosa-lenzerheide-66/#piste,0.0 km,–,16.04.2023,16.04.2023,0 cm,0 cm,43,225 km,134,–,–,closed,0,Good,–,0/31,0%,,,0/6.0 km,–,0/994 m,,0/0 km,3.0/13.0 km,21:00 hr,–,-,,open,–,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruson,Verbier – Valais,0.0/35.4 ,no info,0/4,https://snow.myswitzerland.com//snow_reports/bruson-181/#piste,0.0 km,–,11.11.2023,13.11.2023,0 cm,0 cm,82,412 km,7,–,–,closed,0,Good,–,0/1,,,,,,,,,,,,,,,,–,,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
